詳細,発句（俳句）,読み,季題１,出典
282,初空を今拵へるけぶり哉,はつぞらを　いまこしらえる　けぶりかな,1新年,我春集
283,初空にならんとすらん茶のけぶり,はつぞらに　ならんとすらん　ちゃのけぶり,1新年,七番日記
284,初空の色もさめけり人の顔,はつぞらの　いろもさめけり　ひとのかお,1新年,七番日記
285,初空のはづれの村も寒いげな,はつぞらの　はづれのむらも　さむいげな,1新年,七番日記
286,初空のはな～゛し(さ)を庵哉,はつぞらの　はなばなしさを　いおりかな,1新年,七番日記
287,初空のもやうに立るけぶり哉,はつぞらの　もようにたてる　けぶりかな,1新年,七番日記
288,初空のもやうに立や茶の煙,はるぞらの　もようにたつや　ちゃのけむり,1新年,自筆本
289,初空やはゞかり乍（ら）茶のけぶり,はつぞらや　はばかりながら　ちゃのけぶり,1新年,七番日記
290,初空や緑の色の直さむる,はつぞらや　みどりのいろの　すぐさむる,1新年,七番日記
291,うす墨の夕ながらもはつ空ぞ,うすずみの　ゆうながらも　はつぞらぞ,1新年,七番日記
292,うす墨のやうな色でも初空ぞ,うすずみの　ようないろでも　はつぞらぞ,1新年,七番日記
293,塀合や三尺ばかりはつ空(ぞ),ほりあいや　さんじゃくばかり　はつぞらぞ,1新年,七番日記
294,松間や少ありてもはつ空ぞ,まつあいや　すこしありても　はつぞらぞ,1新年,七番日記
295,松並や木の間～のはつ空ぞ,まつなみや　このまこのまの　はつぞらぞ,1新年,七番日記
296,誂の通り浅黄のはつ空ぞ,あつらえの　とおりあさぎの　はつぞらぞ,1新年,七番日記
297,草枕雨のない日が初空ぞ,くさまくら　あめのないひが　はつぞらぞ,1新年,七番日記
298,初空をはやしこそすれ雀迄,はつぞらを　はやしこそすれ　すずめまで,1新年,七番日記
299,初空を夜着の袖から見たりけり,はつぞらを　よぎのそでから　みたりけり,1新年,七番日記
300,はつ空にはやきず付るけぶり哉,はつぞらに　　はやきずつける　けぶりかな,1新年,七番日記
301,はつ空の祝義や雪のちら～と,はつぞらの　しゅうぎやゆきの　ちらちらと,1新年,七番日記
302,初空の行留り也上総山,はつぞらの　ゆきどまりなり　かづさやま,1新年,七番日記
303,西方のはつ空拝む法師哉,さいほうの　はつぞらおがむ　ほうしかな,1新年,八番日記
304,初空やさい銭投ル握し先,はつぞらや　さいせんなぐる　にぎしさき,1新年,八番日記
305,雨のない日が初空ぞ翌も旅,あめのない　ひがはつぞらぞ　あすもたび,1新年,浅黄空
306,はつ空を拵へる也茶のけぶり,はつぞらを　こしらえるなり　ちゃのけぶり,1新年,浅黄空
307,御降（り）や草の庵ももりはじめ,おさがりや　くさのいおりも　もりはじめ,1新年,八番日記
308,大雨や元日早々に降り給ふ,おおあめや　がんじつそうそうに　ふりたまう,1新年,八番日記
309,大雨や春早々と降り給ふ,おおあめや　はるはやばやと　ふりたまう,1新年,梅塵八番
310,御降りの祝義に雪もちらり哉,おさがりの　しゅうぎにゆきも　ちらりかな,1新年,八番日記
311,ござつたぞ正月早々春の雨,ござったぞ　しょうがつそうそう　はるのあめ,1新年,八番日記
312,ござりけり正月早々春の雨,ござりけり　しょうがつそうそう　はるのあめ,1新年,八番日記
313,ござつたぞ正月早く春の雨,ござったぞ　しょうがつはやく　はるのあめ,1新年,梅塵八番
314,まんべんに御降（り）受る小家哉,まんべんに　おんふりうける　こいえかな,1新年,八番日記
315,御降りをたんといたゞく屑屋哉,おさがりを　たんといただく　くずやかな,1新年,希杖本
316,吾恵方詣は正月ざくら哉,わがえほう　まいりはしょうがつ　ざくらかな,1新年,西国紀行
317,寝勝手に梅の咲けり我恵方,ねがってに　うめのさきけり　わがえほう,1新年,文化句帖
318,あばら家も年徳神の御宿哉,あばらやも　としとくじんの　おやどかな,1新年,七番日記
319,よは足を又年神の御せは哉,よわあしを　またとしがみの　おせわかな,1新年,七番日記
320,年神や又も御世話に成りまする,としがみや　またもおせわに　なりまする,1新年,七番日記
321,うらの戸や北より三が明の方,うらのとや　きたよりさんが　あきのほう,1新年,七番日記
322,足の向く村が我らが恵方哉,あしのむく　むらがわれらが　えほうかな,1新年,七番日記
323,足の向く村を我らが恵方哉,あしのむく　むらをわれらが　えほうかな,1新年,七番日記
324,鶯や折戸半分明の方,うぐいすや　おりどはんぶん　あきのほう,1新年,七番日記
325,大雪や出入の穴も明の方,おおゆきや　でいりのあなも　あきのほう,1新年,七番日記
326,大雪や出入の穴を明の方,おおゆきや　でいりのあなを　あきのほう,1新年,八番日記他
327,おくさがや恵方に出し杖の穴,おくさがや　えほうにいでし　つえのあな,1新年,七番日記
328,大原や恵方に出し杖の穴,おおはらや　えほうにいでし　つえのあな,1新年,自筆本
329,大原や兄方に向し杖の穴,おおはらや　えほうにむかいし　つえのあな,1新年,浅黄空
330,とし棚の灯に鍬の後光哉,としだなの　ともしにくわの　ごこうかな,1新年,七番日記
331,とし棚や闇い方より福鼠,としだなや　くらいほうより　ふくねずみ,1新年,七番日記
332,吾庵や曲たなりに恵方棚,わがいおや　まがったなりに　えほうだな,1新年,七番日記
333,雪降や夜盗も鼻を明の方,ゆきふりや　やとうもはなを　あきのほう,1新年,八番日記
334,すゝけても年徳神の御宿哉,すすけても　としとくじんの　おやどかな,1新年,八番日記
335,煤びても年徳神の御宿哉,すすびても　としとくじんの　おやどかな,1新年,梅塵八番
336,年神に御任せ申（す）五体哉,としがみに　おまかせもうす　ごたいかな,1新年,八番日記
337,とぶ工夫猫がしにけり恵方棚,とぶくふう　ねこがしにけり　えほうだな,1新年,八番日記
338,とぶ工夫猫のしてけり恵方棚,とぶくふう　ねこのしてけり　えほうだな,1新年,八番日記
339,呑連の常恵方也上かん屋,のみづれの　じょうえほうなり　じょうかんや,1新年,八番日記
340,春連の常恵方也上かん屋,はるづれの　じょうえほうなり　じょうかんや,1新年,梅塵八番
341,こね土の百両包や兄方棚,こねつちの　ひゃくりょうつつみや　えほうだな,1新年,文政句帖
342,紙張りの狗も口を明の方,かみばりの　えのこもくちを　あきのほう,1新年,文政句帖
343,下駄はいて畠歩くや兄方詣,げたはいて　はたけあるくや　えほうまいり,1新年,文政句帖
344,線香を雪につゝさす兄方哉,せんこうを　ゆきにつつさす　えほうかな,1新年,文政句帖
345,とし棚やこんな家にも式作法,としだなや　こんないえにも　しきさほう,1新年,文政句帖
346,とし神やことしも御世話下さるゝ,としがみや　ことしもおせわ　くださるる,1新年,自筆本
347,とし神やことしも御世話たてまつる,としがみや　ことしもおせわ　たてまつる,1新年,自筆本
348,御忌参りするも足品手品哉,ごきまいり　するもあしじな　てじなかな,1新年,八番日記
349,それそこの梅も頼むぞ畚おろし,それそこの　うめもたのむぞ　ふごおろし,1新年,文化句帖
350,それそこの梅を添えよ畚おろし,それそこの　うめをそえよ　ふごおろし,1新年,七番日記
351,引下す畚の中より雀哉,ひきおろす　ふごのなかより　すずめかな,1新年,七番日記
352,梅の花まけにこぼすや畚下し,うめのはな　まけにこぼすや　ふごおろし,1新年,希杖本
353,三日月や畚引上る木末から,みかづきや　ふごひきあげる　こずえから,1新年,希杖本
354,垢瓜や薺の前もはづかしき,あかうりや　なずなのまえも　はずかしき,1新年,七番日記
355,人の日や改めがたし庵のかゆ,ひとのひや　あらためがたし　いおのかゆ,1新年,七番日記
356,人の日や本堂いづる汗けぶり,ひとのひや　ほんどういづる　あせけぶり,1新年,七番日記
357,人の日や御堂出て来る汗けぶり,ひとのひや　みどうでてくる　あせけぶり,1新年,七番日記
358,正月は青菜のかゆも祝かな,しょうがつは　あおなのかゆも　いわいかな,1新年,文政句帖
359,梅咲や地獄の門も休み札,うめさくや　じごくのもんも　やすみふだ,1新年,八番日記
360,けふこそは地獄の衆もお正月,きょうこそは　じごくのしゅうも　おしょうがつ,1新年,八番日記
361,けふの日や地獄の衆もお正月,きょうのひや　じごくのしゅうも　おしょうがつ,1新年,希杖本
362,けふこそは地獄の衆も花見かな,きょうこそは　じごくのしゅうも　はなみかな,1新年,七番日記
363,斎日もさばの地獄はいたりにけり,さいにちも　しゃばのじごくは　いたりにけり,1新年,八番日記
364,斎日もさばの地獄は鳴りにけり,さいにちも　しゃばのじごくは　なりにけり,1新年,自筆本
